7.518421143,7.708249391,6.675519885,159.4398007
7.276271281,9.821488412,8.980666416,229.351146
9.944204267,8.896988134,7.908537406,239.6115254
8.872723621,8.323566849,8.613778164,222.1199412
7.652733434,8.16103163,9.866303732,219.6027627
6.394520949,8.821764766,7.252109953,168.8427143
8.938236501,6.020115533,6.305757831,155.8148531
8.549225161,9.130063115,9.165660588,240.4553702
6.295367507,9.707438294,7.461535917,184.496451
6.482032666,6.03318263,8.340397557,142.6550308
9.926384836,9.298513371,6.733346825,223.7533469
7.987197687,9.069343472,6.307675769,178.208283
6.089654618,9.988547581,6.614651066,169.2254072
6.215326196,6.910612288,9.307503961,167.2713822
6.56349519,9.678168825,7.203826971,182.5191763
9.573897247,8.567997222,7.53553796,220.7884451
7.863280292,6.421280732,8.602995789,172.3156791
8.243426953,7.072643655,9.269482096,199.0735754
7.97782539,9.055375058,9.065064877,227.8208227
6.271141954,9.222040622,7.49670223,177.5970064
9.590586169,6.41701199,6.759449911,178.7302853
7.154261236,7.879035105,8.586007021,186.4823553
7.076187259,6.876247564,6.014421218,132.7857246
8.376776702,9.690831626,7.131551621,208.3917199
7.903516096,7.281290528,8.554402379,187.0397447
7.473244152,9.430175235,8.368298318,213.6784173
8.622444362,7.039386671,7.301156819,177.1378788
9.752801623,9.512251771,9.955805005,284.5213871
8.481700743,6.753070467,6.492943385,159.6338559
7.131360366,9.036775349,8.943507945,212.497245
6.820725008,6.1267572,6.62646808,127.7198117
7.756536326,8.569356628,7.738589646,192.7933247
6.109000879,8.267483651,9.328972872,191.5741531
9.504737344,7.505638182,7.439638246,202.0184977
8.440368985,6.850193518,6.30495219,157.6201139
6.814369521,9.168627358,8.227702183,197.3091026
8.079667299,6.58177392,7.095720897,158.6858852
6.215297209,7.956569802,6.528218717,142.5143752
9.448749724,6.051382987,8.798619396,195.7665028
7.771738664,6.746448099,7.94361963,167.582357
8.192036629,7.940921828,6.730865003,174.0080098
8.267443327,9.352904307,6.404858153,188.15867
8.721579965,6.564227874,6.806337309,165.4226553
7.485514312,8.92886795,6.538984043,172.8043746
6.312914837,8.764267664,7.295156616,167.7263042
7.825402895,6.137970479,9.802180192,181.5679158
6.191375201,7.955429054,8.128522242,167.6648909
8.953027968,9.885561641,6.99074284,218.3715483
6.152006142,6.449805517,7.749105013,137.8076201
9.816977297,8.972855097,8.676351133,252.0763262
8.969489338,8.554165485,8.190782844,220.5823628
9.749798268,8.376731652,8.436217977,236.3944346
8.053455945,7.994490051,9.452539041,215.9946113
6.963619196,8.271410637,7.522783799,172.9400602
7.039861115,7.706017005,8.995822462,188.2035663
9.035896645,6.304957769,6.62678719,165.2106549
9.973371055,7.162346614,6.232495272,188.746713
7.426823,8.245340189,7.358827848,176.5097779
9.011431364,8.533333873,9.268705661,239.3918152
6.440193988,9.723103436,7.510190679,187.5208202
8.388180918,9.911076631,9.890419729,266.4109948
7.722380801,6.374386184,8.421274363,166.9960751
8.922872069,8.646939778,7.352944662,206.7785853
7.044704682,8.411091598,9.711934889,213.003812
6.379230726,7.895271453,9.593698777,192.1842968
7.803853957,7.42502537,9.402825843,200.5325775
8.560298041,7.902313767,7.027167668,184.3404702
6.528155269,8.684088073,7.141982004,166.6600127
7.811289719,9.838580788,9.119787642,240.467782
8.608798396,6.356337062,8.805580913,186.0538904
9.307993326,9.190969839,7.970047105,233.1436649
7.232307634,8.363102985,9.870670994,217.4051498
7.609454316,9.648787017,7.904645977,210.4442859
9.536925264,6.404517276,9.979622069,218.7822674
8.80231804,7.173178572,7.962314487,191.7110102
6.967489181,6.206352822,8.013813586,148.0190146
9.039327263,8.016512722,9.075091504,227.2106104
7.163702949,9.073503008,7.552337928,188.3709618
7.109754876,7.131941505,7.813037038,161.9928607
6.024431212,6.901440983,6.531415873,126.4461338
7.498844565,7.325158571,9.034025313,188.5840057
7.747731123,7.813005406,8.260947736,189.1129962
7.217193875,8.949538553,8.594546396,205.9223361
7.163441322,8.039542619,9.192232252,199.1175775
6.970065236,7.530056767,6.881792972,152.2223929
9.74673444,9.621932867,9.431563084,276.4985659
9.440760963,9.861030996,9.618915677,278.8328188
7.588913042,8.51306941,7.16807954,179.6363185
7.917676417,6.52812468,8.903479033,178.9356423
8.259984372,8.473207113,7.357783217,192.915384
7.958477558,7.532080416,7.090724907,170.1531855
7.079246531,9.96477499,6.68109836,183.2670151
9.958960568,7.147309139,8.656072903,222.9161535
6.734702785,8.824765718,8.14340663,189.0835329
9.4466269,8.14082359,9.316437673,240.9257109
6.130530288,6.772844154,7.069448323,133.3439451
7.327832078,8.757740404,6.704623122,171.1318206
8.994987983,6.201820013,7.724745466,176.7247709
8.577465833,6.737736463,7.902620151,180.064464
6.676951851,6.182633294,9.140883632,157.611149
9.808820403,9.540166008,6.522606389,220.6664532
8.173080942,9.359177543,6.205422931,182.954562
7.005653905,6.472620981,8.510025908,159.2435311
8.314289239,7.641659415,6.116350207,162.6055358
9.661906396,6.48091436,6.544778439,178.1847323
9.582386105,8.288370089,8.778222395,237.3364353
7.93002647,9.797560539,8.06271583,220.8752127
7.770959911,7.025540639,8.170329681,175.1897844
7.247019809,9.959461741,9.233934036,236.4493216
6.221255088,7.399232164,9.174744119,174.4761384
9.015167094,6.834089496,8.007468348,190.7207484
6.527789919,8.66330864,7.106528231,165.7441361
7.423688476,9.893378827,6.478659764,183.3028213
7.583483856,8.490799286,9.546391041,219.6222079
9.54208491,6.25415157,9.881155964,214.6478786
6.084958194,7.494038133,9.770105252,183.4617989
9.376322877,6.665006142,8.55251253,201.9205278
7.152282575,6.925112312,6.362360608,139.2752696
7.00137153,6.208834533,6.29883246,127.2360203
7.95351854,9.607025267,6.729803745,192.5652464
8.916144461,9.1731668,6.126750648,191.9010433
6.810464385,7.492057299,8.899745232,179.7372276
6.865104822,9.328218822,6.57663524,169.8262495
9.905338059,9.015338226,8.543707266,252.1645435
8.37294317,8.487452389,9.159390235,225.5859544
7.217614312,7.576372723,8.265012506,177.331587
9.870811533,7.437111846,7.509655696,209.133219
9.583879323,6.355409844,9.286344462,209.8877929
6.760101907,7.366708015,7.219523318,152.0672184
6.007197296,8.194682376,7.27749239,155.3598966
8.847055053,7.842189844,9.139919566,221.6243519
9.470907156,8.581809494,8.014945748,227.2635574
6.473231639,8.054083365,7.043986928,155.3684437
6.156091907,9.257705874,8.929902097,203.2382818
8.392778102,6.388732824,6.65179986,155.4318685
8.417254023,7.854854243,9.684300888,222.9877091
8.065729642,8.359269958,6.888893851,180.2282415
6.030029616,6.748688282,6.334434869,121.8595099
8.755733454,8.445320587,6.294806215,182.9861814
9.784081502,6.207767925,9.078206631,208.4390507
9.494145826,8.302907794,9.270708107,244.0864742
6.45310581,9.369378807,8.961702141,209.5737388
7.418277365,7.998903894,9.032995149,199.5389592
6.967747323,7.756099551,9.84477992,201.263689
8.241333239,6.596228333,7.865699848,171.687478
8.45090843,6.113117804,9.147985952,183.2632849
7.203236363,9.026679152,7.690272335,190.721856
9.192566857,9.184424944,9.774919834,264.0573205
9.182566507,7.174222378,6.005257592,170.4856345
9.124369064,6.460826984,9.925071629,211.502452
7.40439373,7.500366524,8.280776729,179.0427676
6.217189416,9.31557498,7.385882218,176.2609234
8.834818468,9.367106328,8.230012212,232.2368163
9.971713765,8.660953806,7.19913881,224.1378928
6.649905941,9.840559904,6.63629129,174.830893
6.454265355,9.772471569,8.661025143,210.9367852
9.651501704,6.45079797,8.736811133,205.8702922
7.926627921,8.593149797,9.169637449,220.4235666
9.407223808,7.923216207,7.394497751,205.6722686
9.239655212,6.266082768,7.000298933,173.1001335
6.747038177,9.591084902,7.380013541,187.0871971
6.988799427,7.988920516,7.314530371,165.7137209
6.216755365,9.085213715,9.709942132,215.0818461
8.435845826,6.241448918,9.02428973,183.8127815
9.108929717,7.04982986,7.152954534,183.8268255
8.044256356,8.604277475,8.424719505,209.6873089
6.111000354,6.534415642,9.064117457,155.8017471
9.961541126,8.554182947,9.384609377,259.7876326
8.003759695,7.53977238,9.607924768,208.9433008
7.327989948,9.062792503,8.38282859,205.6431089
6.69553256,8.611662729,6.274144578,152.8917903
8.502545579,7.525956261,6.8721735,175.7326357
8.300539331,7.200074331,9.477633966,205.3782913
9.003941538,7.360558222,7.656871417,193.7886589
6.614075199,9.675706147,8.644836608,211.0357882
7.427148786,7.825067253,9.133939361,198.1099187
6.575803201,7.76998781,6.99154403,151.8896115
9.402430621,7.816743278,8.217701155,216.8770221
7.351478961,9.781128037,6.918341581,189.3826125
7.100785971,6.87647581,6.027651056,133.3191548
6.024043892,9.529611184,9.066557589,209.090642
9.207647874,6.079501691,6.087332998,158.7966819
7.989633139,7.367059533,7.572413738,175.4070833
8.151371365,9.064109783,7.010160623,193.5265861
9.483650098,7.371214806,6.816867686,190.4368112
8.891374275,8.475225617,8.649117869,225.6629871
8.672343727,7.812084648,9.65896832,226.122902
6.715311169,6.040650411,6.027610191,117.916776
8.201981419,8.39632467,8.985692801,218.1660875
9.839500315,8.406273393,9.198683177,251.4690577
8.384086688,8.597669804,9.631195764,235.9045916
9.234282835,7.37088253,9.898295742,231.1903298
9.938129419,7.973197022,6.479453965,202.0903425
9.543697791,8.807095781,8.075879054,233.3322482
6.855348012,9.551210406,9.287899247,224.4171562
6.138520245,6.220231385,8.548091195,144.0236411
7.804495166,6.393447802,9.815641508,186.421728
6.055178227,8.599131142,9.787705493,204.9967096
7.894842997,9.056283565,9.866420981,241.0347583
9.804788363,9.951835766,6.269376754,220.9174905
6.995809115,6.501299166,7.750139175,149.7132919
7.545691202,7.457908701,7.283359771,165.5747201
7.725733506,8.704920361,6.536208234,173.4813025
9.323545939,7.503032685,6.538340601,185.0432753
9.298587279,9.453833966,9.223790641,260.8640959
7.811994449,7.167907004,8.099057058,177.1338329
7.52224068,6.533899962,9.777027882,184.3483491
9.703474171,8.690602058,9.953360307,267.1587981
8.96337451,6.810339923,7.639576719,184.3983113
8.950532294,9.474060793,7.484751509,221.93401
9.787663996,9.004629288,6.90741637,220.195814
8.040398822,7.6775186,7.784123835,184.1735243
9.16751674,6.000924261,7.06488575,168.8350518
7.808694009,6.597854929,7.836385576,164.3823725
9.39679483,7.095337206,7.731621312,198.0166738
7.561723318,9.489700076,7.038493737,190.7660486
8.953506046,8.405004576,6.534858033,190.0162939
